experiment,model,subject,component,target_label,audio_label,visual_label,audio_amp_uV,visual_amp_uV,target_amp_uV,audio_lat_ms,visual_lat_ms,target_lat_ms,SoP_pred_uV,PoS_pred_uV,D_SoP_uV,D_PoS_uV
Exp1,self,Vp24,N1,MVA,MA,MV,-5.97210,-0.21420,-1.62590,154.29688,169.92188,154.29688,-6.18630,-5.74760,4.56040,4.12170
Exp1,self,Vp25,N1,MVA,MA,MV,0.70920,-1.96200,-1.48050,154.29688,154.29688,154.29688,-1.25280,-1.25280,-0.22770,-0.22770
Exp1,self,Vp1,P2,MVA,MA,MV,5.47860,1.89200,7.84610,242.18750,257.81250,242.18750,7.37060,7.27250,0.47550,0.57360
Exp1,self,Vp2,P2,MVA,MA,MV,4.10140,2.14790,9.81580,242.18750,281.25000,242.18750,6.24930,4.68370,3.56650,5.13210
Exp1,self,Vp4,P2,MVA,MA,MV,3.53180,3.95560,7.58120,242.18750,242.18750,242.18750,7.48740,7.48740,0.09380,0.09380
Exp1,self,Vp5,P2,MVA,MA,MV,7.19620,3.44470,8.28980,265.62500,242.18750,273.43750,10.64090,10.41270,-2.35110,-2.12290
Exp1,self,Vp6,P2,MVA,MA,MV,2.70870,2.44810,3.44790,250.00000,253.90625,250.00000,5.15680,5.09930,-1.70890,-1.65140
Exp1,self,Vp7,P2,MVA,MA,MV,4.72520,4.45590,11.12260,242.18750,269.53125,242.18750,9.18110,8.94290,1.94150,2.17970
Exp1,self,Vp8,P2,MVA,MA,MV,5.27740,4.06720,3.83160,242.18750,281.25000,250.00000,9.34460,8.50550,-5.51300,-4.67390
Exp1,self,Vp10,P2,MVA,MA,MV,4.82580,8.32120,11.87520,265.62500,263.67188,253.90625,13.14700,13.13830,-1.27180,-1.26310
Exp1,self,Vp11,P2,MVA,MA,MV,4.97760,-5.76250,10.15880,281.25000,244.14062,281.25000,-0.78490,-1.61980,10.94370,11.77860
Exp1,self,Vp12,P2,MVA,MA,MV,1.96110,-1.37820,5.92780,242.18750,242.18750,242.18750,0.58290,0.58290,5.34490,5.34490
Exp1,self,Vp13,P2,MVA,MA,MV,1.50490,1.83400,5.80480,242.18750,281.25000,255.85938,3.33890,1.71780,2.46590,4.08700
Exp1,self,Vp14,P2,MVA,MA,MV,1.53520,6.62960,7.02400,242.18750,281.25000,242.18750,8.16480,5.81490,-1.14080,1.20910
Exp1,self,Vp15,P2,MVA,MA,MV,4.68960,-2.90310,4.14450,242.18750,242.18750,242.18750,1.78650,1.78650,2.35800,2.35800
Exp1,self,Vp16,P2,MVA,MA,MV,-0.06770,2.18090,2.25330,242.18750,275.39062,271.48438,2.11320,1.32220,0.14010,0.93110
Exp1,self,Vp17,P2,MVA,MA,MV,4.21380,5.97620,7.17590,242.18750,242.18750,242.18750,10.19000,10.19000,-3.01410,-3.01410
Exp1,self,Vp18,P2,MVA,MA,MV,5.05390,4.72180,9.80590,242.18750,246.09375,242.18750,9.77570,9.69340,0.03020,0.11250
Exp1,self,Vp19,P2,MVA,MA,MV,5.27260,6.68660,8.40970,267.57812,242.18750,281.25000,11.95920,11.77020,-3.54950,-3.36050
Exp1,self,Vp20,P2,MVA,MA,MV,3.59790,3.38100,7.12030,261.71875,281.25000,275.39062,6.97890,6.69480,0.14140,0.42550
Exp1,self,Vp22,P2,MVA,MA,MV,2.54720,7.35170,8.12920,242.18750,242.18750,281.25000,9.89890,9.89890,-1.76970,-1.76970
Exp1,self,Vp23,P2,MVA,MA,MV,3.60550,1.84470,8.76150,242.18750,250.00000,242.18750,5.45020,4.88880,3.31130,3.87270
Exp1,self,Vp24,P2,MVA,MA,MV,-1.11490,1.58960,5.94180,242.18750,242.18750,242.18750,0.47470,0.47470,5.46710,5.46710
Exp1,self,Vp25,P2,MVA,MA,MV,8.32160,1.32250,9.05000,242.18750,242.18750,242.18750,9.64410,9.64410,-0.59410,-0.59410
