experiment,model,subject,component,target_label,audio_label,visual_label,audio_amp_uV,visual_amp_uV,target_amp_uV,audio_lat_ms,visual_lat_ms,target_lat_ms,SoP_pred_uV,PoS_pred_uV,D_SoP_uV,D_PoS_uV
Exp1,attenuation,Vp4,N2,VAO-MVA,AO-MA,VO-MV,-3.25612,-6.39794,-2.71354,226.56250,250.00000,257.81250,-9.65406,-7.94550,6.94052,5.23196
Exp1,attenuation,Vp5,N2,VAO-MVA,AO-MA,VO-MV,-4.38012,-2.40018,-2.51600,253.90625,228.51562,226.56250,-6.78030,-6.12620,4.26430,3.61020
Exp1,attenuation,Vp6,N2,VAO-MVA,AO-MA,VO-MV,-7.69124,-4.91212,-8.38958,248.04688,248.04688,246.09375,-12.60336,-12.60336,4.21378,4.21378
Exp1,attenuation,Vp7,N2,VAO-MVA,AO-MA,VO-MV,-1.02076,-0.27620,0.09634,228.51562,226.56250,265.62500,-1.29696,-1.28070,1.39330,1.37704
Exp1,attenuation,Vp8,N2,VAO-MVA,AO-MA,VO-MV,-0.88792,-6.49584,-1.84436,240.23438,265.62500,248.04688,-7.38376,-6.64132,5.53940,4.79696
Exp1,attenuation,Vp10,N2,VAO-MVA,AO-MA,VO-MV,-2.19016,-7.86052,0.25626,232.42188,257.81250,259.76562,-10.05068,-9.79468,10.30694,10.05094
Exp1,attenuation,Vp11,N2,VAO-MVA,AO-MA,VO-MV,-6.44412,1.81400,-3.46234,253.90625,248.04688,250.00000,-4.63012,-4.36672,1.16778,0.90438
Exp1,attenuation,Vp12,N2,VAO-MVA,AO-MA,VO-MV,-0.60002,3.70368,-4.42114,226.56250,226.56250,228.51562,3.10366,3.10366,-7.52480,-7.52480
Exp1,attenuation,Vp13,N2,VAO-MVA,AO-MA,VO-MV,-4.70766,-1.27900,-2.68420,226.56250,226.56250,226.56250,-5.98666,-5.98666,3.30246,3.30246
Exp1,attenuation,Vp14,N2,VAO-MVA,AO-MA,VO-MV,-0.93642,-1.57702,-3.07444,265.62500,265.62500,265.62500,-2.51344,-2.51344,-0.56100,-0.56100
Exp1,attenuation,Vp15,N2,VAO-MVA,AO-MA,VO-MV,-4.88036,-3.73442,-5.77932,226.56250,226.56250,226.56250,-8.61478,-8.61478,2.83546,2.83546
Exp1,attenuation,Vp16,N2,VAO-MVA,AO-MA,VO-MV,0.46114,-0.14294,-0.80542,265.62500,265.62500,265.62500,0.31820,0.31820,-1.12362,-1.12362
Exp1,attenuation,Vp17,N2,VAO-MVA,AO-MA,VO-MV,1.39232,-2.16410,-2.10542,250.00000,228.51562,251.95312,-0.77178,0.11360,-1.33364,-2.21902
Exp1,attenuation,Vp18,N2,VAO-MVA,AO-MA,VO-MV,-3.65344,-2.15146,-4.68240,248.04688,261.71875,230.46875,-5.80490,-5.36736,1.12250,0.68496
Exp1,attenuation,Vp19,N2,VAO-MVA,AO-MA,VO-MV,-3.29870,-8.70762,-5.66140,263.67188,263.67188,238.28125,-12.00632,-12.00632,6.34492,6.34492
Exp1,attenuation,Vp20,N2,VAO-MVA,AO-MA,VO-MV,-0.65512,-0.00208,-5.60756,226.56250,234.37500,234.37500,-0.65720,-0.63392,-4.95036,-4.97364
Exp1,attenuation,Vp22,N2,VAO-MVA,AO-MA,VO-MV,-1.47750,-4.81182,-4.34512,228.51562,238.28125,265.62500,-6.28932,-6.00934,1.94420,1.66422
Exp1,attenuation,Vp23,N2,VAO-MVA,AO-MA,VO-MV,-0.92446,-1.90476,-2.36996,263.67188,261.71875,255.85938,-2.82922,-2.82236,0.45926,0.45240
Exp1,attenuation,Vp24,N2,VAO-MVA,AO-MA,VO-MV,-2.96140,-0.32192,0.20590,236.32812,263.67188,230.46875,-3.28332,-2.90292,3.48922,3.10882
Exp1,attenuation,Vp25,N2,VAO-MVA,AO-MA,VO-MV,-5.11846,-4.07984,-3.12026,257.81250,265.62500,265.62500,-9.19830,-8.76014,6.07804,5.63988
